板块,公司全称,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
主板,四川美丰化工股份有限公司,000731,四川美丰,6/17/1997,"591,484,352","591,484,352",,,,0,0,西南,四川,遂宁市,C 制造业,www.scmeif.com
主板,泰禾集团股份有限公司,000732,泰禾集团,7/4/1997,"2,488,901,440","2,486,029,396",,,,0,0,华东,福建,三明市,K 房地产,www.tahoecn.com
主板,中国振华(集团)科技股份有限公司,000733,振华科技,7/3/1997,"514,805,618","514,805,618",,,,0,0,西南,贵州,贵阳市,C 制造业,www.czst.com.cn
主板,罗牛山股份有限公司,000735,罗 牛 山,6/11/1997,"1,151,513,578","1,150,886,809",,,,0,0,华南,海南,海口市,A 农林牧渔,www.luoniushan.com
主板,中交地产股份有限公司,000736,中交地产,4/25/1997,"695,433,689","695,431,739",,,,0,0,西南,重庆,重庆市,K 房地产,
主板,南风化工集团股份有限公司,000737,ST南风,4/28/1997,"548,760,000","548,760,000",,,,0,0,华北,山西,运城市,C 制造业,www.nafine.com
主板,中国航发动力控制股份有限公司,000738,航发控制,6/26/1997,"1,145,642,349","1,145,634,399",,,,0,0,华东,江苏,无锡市,C 制造业,www.aaec.com.cn
主板,普洛药业股份有限公司,000739,普洛药业,5/9/1997,"1,178,523,492","1,178,398,671",,,,0,0,华东,浙江,金华市,C 制造业,www.apeloa.com
主板,国海证券股份有限公司,000750,国海证券,7/9/1997,"5,444,525,514","5,444,520,789",,,,0,0,华南,广西,桂林市,J 金融业,www.ghzq.com.cn
主板,葫芦岛锌业股份有限公司,000751,锌业股份,6/26/1997,"1,409,869,279","1,409,867,929",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.hldxygf.com
主板,西藏发展股份有限公司,000752,*ST西发,6/25/1997,"263,758,491","263,758,491",,,,0,0,西南,西藏,拉萨市,C 制造业,xzfz000752.com
主板,福建漳州发展股份有限公司,000753,漳州发展,6/26/1997,"991,481,071","991,481,071",,,,0,0,华东,福建,漳州市,F 批发零售,www.zzdc.com.cn
主板,山西路桥股份有限公司,000755,山西路桥,6/27/1997,"469,264,621","469,264,621",,,,0,0,华北,山西,临汾市,G 运输仓储,www.sxsanwei.com
主板,山东新华制药股份有限公司,000756,新华制药,8/6/1997,"426,859,447","426,847,845",,,,0,0,华东,山东,淄博市,C 制造业,www.xhzy.com
主板,四川浩物机电股份有限公司,000757,浩物股份,6/27/1997,"664,714,511","451,619,600",,,,0,0,西南,四川,内江市,F 批发零售,www.hwgf757.com
主板,中国有色金属建设股份有限公司,000758,中色股份,4/16/1997,"1,969,378,424","1,969,207,731",,,,0,0,华北,北京,北京市,B 采矿业,www.nfc.com.cn
主板,中百控股集团股份有限公司,000759,中百集团,5/19/1997,"681,021,500","680,610,192",,,,0,0,华中,湖北,武汉市,F 批发零售,www.whzb.com
主板,斯太尔动力股份有限公司,000760,*ST斯太,6/27/1997,"771,844,628","654,444,268",,,,0,0,华中,湖北,荆州市,C 制造业,www.hbbothwin.cn
主板,本钢板材股份有限公司,000761,本钢板材,1/15/1998,"3,475,371,532","3,475,371,532",200761,本钢板Ｂ,7/8/1997,"400,000,000","400,000,000",东北,辽宁,本溪市,C 制造业,
主板,西藏矿业发展股份有限公司,000762,西藏矿业,7/8/1997,"520,819,240","520,795,518",,,,0,0,西南,西藏,拉萨市,B 采矿业,
主板,通化金马药业集团股份有限公司,000766,通化金马,4/30/1997,"966,494,707","706,995,720",,,,0,0,东北,吉林,通化市,C 制造业,www.thjm.cn
主板,山西漳泽电力股份有限公司,000767,漳泽电力,6/9/1997,"3,076,942,219","2,912,297,305",,,,0,0,华北,山西,太原市,D 水电煤气,www.zhangzepower.com
主板,中航西安飞机工业集团股份有限公司,000768,中航西飞,6/26/1997,"2,768,645,071","2,768,639,196",,,,0,0,西北,陕西,西安市,C 制造业,www.aircraft_co.avic.com
主板,广发证券股份有限公司,000776,广发证券,6/11/1997,"5,919,291,464","5,919,291,464",,,,0,0,华南,广东,广州市,J 金融业,www.gf.com.cn
主板,中核苏阀科技实业股份有限公司,000777,中核科技,7/10/1997,"383,417,593","383,405,125",,,,0,0,华东,江苏,苏州市,C 制造业,www.chinasufa.com
主板,新兴铸管股份有限公司,000778,新兴铸管,6/6/1997,"3,990,880,176","3,884,900,959",,,,0,0,华北,河北,邯郸市,C 制造业,www.xinxing-pipes.com
主板,甘肃工程咨询集团股份有限公司,000779,甘咨询,5/28/1997,"380,330,518","175,031,047",,,,0,0,西北,甘肃,兰州市,M 科研服务,www.gsgczx.cn
主板,内蒙古平庄能源股份有限公司,000780,*ST平能,6/6/1997,"1,014,306,324","1,014,306,324",,,,0,0,华北,内蒙古,赤峰市,B 采矿业,http://pzny.chnenergy.com.cn
主板,广东新会美达锦纶股份有限公司,000782,美达股份,6/19/1997,"528,139,623","528,135,152",,,,0,0,华南,广东,江门市,C 制造业,www.meidanylon.com
主板,长江证券股份有限公司,000783,长江证券,7/31/1997,"5,529,596,248","5,529,596,248",,,,0,0,华中,湖北,武汉市,J 金融业,www.cjsc.com
主板,居然之家新零售集团股份有限公司,000785,居然之家,7/11/1997,"6,529,036,899","251,092,998",,,,0,0,华中,湖北,武汉市,F 批发零售,www.zhongshang.com.cn
主板,北新集团建材股份有限公司,000786,北新建材,6/6/1997,"1,689,507,842","1,689,507,842",,,,0,0,华北,北京,北京市,C 制造业,www.bnbm.com.cn
主板,北大医药股份有限公司,000788,北大医药,6/16/1997,"595,987,425","595,987,425",,,,0,0,西南,重庆,重庆市,C 制造业,www.pku-hc.com
主板,江西万年青水泥股份有限公司,000789,万年青,9/23/1997,"797,380,574","797,361,667",,,,0,0,华东,江西,上饶市,C 制造业,www.wnq.com.cn
主板,成都华神科技集团股份有限公司,000790,华神科技,3/27/1998,"616,360,564","616,360,564",,,,0,0,西南,四川,成都市,C 制造业,www.huasungrp.com
主板,甘肃电投能源发展股份有限公司,000791,甘肃电投,10/14/1997,"1,359,576,680","1,359,548,680",,,,0,0,西北,甘肃,兰州市,D 水电煤气,www.yoxin.net
主板,青海盐湖工业股份有限公司,000792,*ST盐湖,9/4/1997,"5,432,876,672","5,428,941,712",,,,0,0,西北,青海,海西蒙古族藏族自治州,C 制造业,www.qhyhgf.com
主板,华闻传媒投资集团股份有限公司,000793,华闻集团,7/29/1997,"1,997,245,457","1,961,008,615",,,,0,0,华南,海南,海口市,R 文化传播,www.000793.com
主板,英洛华科技股份有限公司,000795,英洛华,8/8/1997,"1,133,684,103","1,131,407,846",,,,0,0,华北,山西,太原市,C 制造业,www.twin-tower.com
主板,凯撒同盛发展股份有限公司,000796,凯撒旅业,7/3/1997,"803,000,258","802,583,633",,,,0,0,西北,陕西,宝鸡市,L 商务服务,www.caissa.com.cn
主板,中国武夷实业股份有限公司,000797,中国武夷,7/15/1997,"1,570,998,213","1,563,086,667",,,,0,0,华东,福建,福州市,K 房地产,www.chinawuyi.com.cn
主板,中水集团远洋股份有限公司,000798,中水渔业,2/12/1998,"319,455,000","319,386,750",,,,0,0,华北,北京,北京市,A 农林牧渔,www.cofc.com.cn
主板,酒鬼酒股份有限公司,000799,酒鬼酒,7/18/1997,"324,928,980","324,928,980",,,,0,0,华中,湖南,湘西土家族苗族自治州,C 制造业,www.jiuguijiu000799.com
主板,一汽解放集团股份有限公司,000800,一汽解放,6/18/1997,"4,609,666,212","1,411,754,078",,,,0,0,东北,吉林,长春市,C 制造业,www.fawcar.com.cn
主板,四川九洲电器股份有限公司,000801,四川九洲,5/6/1998,"1,022,806,646","1,022,799,146",,,,0,0,西南,四川,绵阳市,C 制造业,www.jiuzhoutech.com
主板,北京京西文化旅游股份有限公司,000802,北京文化,1/8/1998,"715,900,255","711,164,955",,,,0,0,华北,北京,北京市,R 文化传播,www.bjwhmedia.com
主板,北清环能集团股份有限公司,000803,*ST北能,3/3/1998,"191,090,731","127,730,893",,,,0,0,西南,四川,南充市,C 制造业,www.000803.cn
主板,北海银河生物产业投资股份有限公司,000806,*ST银河,4/16/1998,"1,099,911,762","699,304,718",,,,0,0,华南,广西,北海市,C 制造业,www.g-biomed.com
主板,云南铝业股份有限公司,000807,云铝股份,4/8/1998,"3,128,206,556","2,606,693,225",,,,0,0,西南,云南,昆明市,C 制造业,www.ylgf.com
主板,铁岭新城投资控股(集团)股份有限公司,000809,铁岭新城,6/16/1998,"824,791,293","824,791,293",,,,0,0,东北,辽宁,铁岭市,N 公共环保,www.cdzhonghui.com
主板,创维数字股份有限公司,000810,创维数字,6/2/1998,"1,063,361,233","1,024,815,762",,,,0,0,西南,四川,遂宁市,C 制造业,www.skyworthdigital.com
主板,冰轮环境技术股份有限公司,000811,冰轮环境,5/28/1998,"745,837,804","745,821,693",,,,0,0,华东,山东,烟台市,C 制造业,www.yantaimoon.cn
主板,陕西金叶科教集团股份有限公司,000812,陕西金叶,6/23/1998,"768,692,614","670,303,988",,,,0,0,西北,陕西,西安市,C 制造业,www.jinyegroup.cn
主板,德展大健康股份有限公司,000813,德展健康,5/19/1998,"2,241,481,800","2,219,869,572",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.chinatianshan.com
主板,中冶美利云产业投资股份有限公司,000815,美利云,6/9/1998,"695,263,035","695,263,035",,,,0,0,西北,宁夏,银川市,C 制造业,www.china-meili.com
主板,江苏农华智慧农业科技股份有限公司,000816,智慧农业,8/18/1997,"1,424,503,318","1,336,277,472",,,,0,0,华东,江苏,盐城市,C 制造业,www.jd.dongyin.com
主板,航锦科技股份有限公司,000818,航锦科技,10/17/1997,"689,890,000","676,987,825",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.fangdachemical.com
主板,岳阳兴长石化股份有限公司,000819,岳阳兴长,6/25/1997,"299,150,255","299,150,255",,,,0,0,华中,湖南,岳阳市,C 制造业,www.yyxc0819.com
主板,神雾节能股份有限公司,000820,*ST节能,6/30/1998,"637,245,222","287,656,920",,,,0,0,华东,江西,南昌市,C 制造业,www.sw-es.cn
主板,湖北京山轻工机械股份有限公司,000821,京山轻机,6/26/1998,"538,235,280","457,006,641",,,,0,0,华中,湖北,荆门市,C 制造业,www.jspackmach.com
主板,山东海化股份有限公司,000822,山东海化,7/3/1998,"895,091,926","895,091,926",,,,0,0,华东,山东,潍坊市,C 制造业,www.chinahaihua.com
主板,广东汕头超声电子股份有限公司,000823,超声电子,10/8/1997,"536,966,000","536,920,512",,,,0,0,华南,广东,汕头市,C 制造业,www.gd-goworld.com
主板,山西太钢不锈钢股份有限公司,000825,太钢不锈,10/21/1998,"5,696,247,796","5,696,176,066",,,,0,0,华北,山西,太原市,C 制造业,www.tisco.com.cn
主板,启迪环境科技发展股份有限公司,000826,启迪环境,2/25/1998,"1,430,578,784","1,426,254,868",,,,0,0,华中,湖北,宜昌市,N 公共环保,www.tus-est.com
主板,东莞发展控股股份有限公司,000828,东莞控股,6/17/1997,"1,039,516,992","1,039,515,642",,,,0,0,华南,广东,东莞市,G 运输仓储,www.dgholdings.cn
主板,天音通信控股股份有限公司,000829,天音控股,12/2/1997,"1,032,675,249","929,490,084",,,,0,0,华东,江西,赣州市,F 批发零售,www.chinatelling.com
主板,鲁西化工集团股份有限公司,000830,鲁西化工,8/7/1998,"1,464,860,778","1,464,042,635",,,,0,0,华东,山东,聊城市,C 制造业,www.luxichemical.com
主板,五矿稀土股份有限公司,000831,五矿稀土,9/11/1998,"980,888,981","980,888,981",,,,0,0,华北,山西,运城市,C 制造业,www.cmreltd.com
主板,广西粤桂广业控股股份有限公司,000833,粤桂股份,11/11/1998,"668,401,851","378,085,022",,,,0,0,华南,广西,贵港市,S 综合,www.yuegui.cn
主板,长城国际动漫游戏股份有限公司,000835,*ST长动,6/25/1999,"326,760,374","302,895,000",,,,0,0,西南,四川,成都市,I 信息技术,www.000835.com
主板,天津富通鑫茂科技股份有限公司,000836,富通鑫茂,9/29/1997,"1,208,455,224","1,208,315,049",,,,0,0,华北,天津,天津市,C 制造业,www.000836.net
主板,秦川机床工具集团股份公司,000837,*ST秦机,9/28/1998,"693,370,910","693,099,024",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.qcde.cn
主板,财信地产发展集团股份有限公司,000838,财信发展,6/26/1997,"1,100,462,170","846,109,019",,,,0,0,西南,重庆,重庆市,K 房地产,www.casindev.com
主板,中信国安信息产业股份有限公司,000839,中信国安,10/31/1997,"3,919,826,352","3,919,191,712",,,,0,0,华北,北京,北京市,I 信息技术,www.citicguoaninfo.com
主板,河北承德露露股份有限公司,000848,承德露露,11/13/1997,"1,076,419,000","1,076,392,496",,,,0,0,华北,河北,承德市,C 制造业,www.lolo.com.cn
主板,安徽华茂纺织股份有限公司,000850,华茂股份,10/7/1998,"943,665,009","943,382,487",,,,0,0,华东,安徽,安庆市,C 制造业,www.chinahuamao.net
主板,大唐高鸿数据网络技术股份有限公司,000851,高鸿股份,6/9/1998,"907,629,867","870,822,488",,,,0,0,西南,贵州,贵阳市,F 批发零售,www.gohigh.com.cn
主板,中石化石油机械股份有限公司,000852,石化机械,11/26/1998,"777,604,997","777,604,997",,,,0,0,华中,湖北,武汉市,C 制造业,sofe.sinopec.com
主板,唐山冀东装备工程股份有限公司,000856,冀东装备,8/13/1998,"227,000,000","227,000,000",,,,0,0,华北,河北,唐山市,C 制造业,www.jdzbgc.com
主板,宜宾五粮液股份有限公司,000858,五 粮 液,4/27/1998,"3,881,608,005","3,795,786,270",,,,0,0,西南,四川,宜宾市,C 制造业,www.wuliangye.com.cn
主板,安徽国风塑业股份有限公司,000859,国风塑业,11/19/1998,"739,449,730","739,312,480",,,,0,0,华东,安徽,合肥市,C 制造业,www.guofeng.com
主板,北京顺鑫农业股份有限公司,000860,顺鑫农业,11/4/1998,"741,766,989","741,766,989",,,,0,0,华北,北京,北京市,C 制造业,www.000860.com
主板,广东海印集团股份有限公司,000861,海印股份,10/28/1998,"2,325,501,918","2,167,749,455",,,,0,0,华南,广东,广州市,L 商务服务,www.000861.com
主板,宁夏银星能源股份有限公司,000862,银星能源,9/15/1998,"706,118,997","501,352,890",,,,0,0,西北,宁夏,银川市,D 水电煤气,www.nxyxny.com.cn
主板,三湘印象股份有限公司,000863,三湘印象,9/25/1997,"1,225,208,160","1,185,507,916",,,,0,0,华东,上海,上海市,K 房地产,
主板,安徽安凯汽车股份有限公司,000868,ST安凯,7/25/1997,"733,329,168","695,545,403",,,,0,0,华东,安徽,合肥市,C 制造业,www.ankai.com
主板,烟台张裕葡萄酿酒股份有限公司,000869,张  裕Ａ,10/26/2000,"453,460,800","453,460,800",200869,张  裕Ｂ,9/23/1997,"232,003,200","231,950,600",华东,山东,烟台市,C 制造业,www.changyu.com.cn
主板,吉林电力股份有限公司,000875,吉电股份,9/26/2002,"2,146,313,980","2,146,308,355",,,,0,0,东北,吉林,长春市,D 水电煤气,www.cpijl.com
主板,新希望六和股份有限公司,000876,新 希 望,3/11/1998,"4,505,537,331","4,324,530,704",,,,0,0,西南,四川,绵阳市,C 制造业,www.newhopeagri.com
主板,新疆天山水泥股份有限公司,000877,天山股份,1/7/1999,"1,048,722,959","880,094,665",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.sinoma-tianshan.cn
主板,云南铜业股份有限公司,000878,云南铜业,6/2/1998,"1,699,678,560","1,641,882,205",,,,0,0,西南,云南,昆明市,C 制造业,www.yunnancopper.com
主板,潍柴重机股份有限公司,000880,潍柴重机,4/2/1998,"276,100,500","135,133,725",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaihm.com
主板,中广核核技术发展股份有限公司,000881,中广核技,9/2/1998,"945,425,815","691,733,536",,,,0,0,东北,辽宁,大连市,C 制造业,www.cgnnt.com.cn
主板,北京华联商厦股份有限公司,000882,华联股份,6/16/1998,"2,737,351,947","2,737,348,016",,,,0,0,华北,北京,北京市,L 商务服务,www.bhgmall.com.cn
主板,湖北能源集团股份有限公司,000883,湖北能源,5/19/1998,"6,507,449,486","6,504,503,661",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.hbny.com.cn
主板,城发环境股份有限公司,000885,城发环境,3/19/1999,"642,078,255","642,078,255",,,,0,0,华中,河南,郑州市,G 运输仓储,www.tlcement.com
主板,海南高速公路股份有限公司,000886,海南高速,1/23/1998,"988,828,300","971,960,198",,,,0,0,华南,海南,海口市,K 房地产,www.hi-expressway.com
主板,安徽中鼎密封件股份有限公司,000887,中鼎股份,12/3/1998,"1,220,837,303","1,218,109,880",,,,0,0,华东,安徽,宣城市,C 制造业,www.zhongdinggroup.com
主板,峨眉山旅游股份有限公司,000888,峨眉山Ａ,10/21/1997,"526,913,102","526,913,102",,,,0,0,西南,四川,乐山市,N 公共环保,www.ems517.com
主板,中嘉博创信息技术股份有限公司,000889,中嘉博创,12/18/1997,"936,291,116","869,849,676",,,,0,0,华北,河北,秦皇岛市,I 信息技术,www.zjbctech.com
主板,江苏法尔胜股份有限公司,000890,*ST胜尔,1/19/1999,"379,641,600","379,628,678",,,,0,0,华东,江苏,无锡市,C 制造业,www.fasten.com.cn
主板,欢瑞世纪联合股份有限公司,000892,欢瑞世纪,1/15/1999,"980,980,473","538,176,216",,,,0,0,西南,重庆,重庆市,R 文化传播,www.chinacfc.com
主板,亚钾国际投资（广州）股份有限公司,000893,亚钾国际,12/24/1998,"756,903,272","403,342,500",,,,0,0,华南,广东,广州市,C 制造业,www.asia-potash.com
主板,河南双汇投资发展股份有限公司,000895,双汇发展,12/10/1998,"3,464,661,213","1,343,671,493",,,,0,0,华中,河南,漯河市,C 制造业,www.shuanghui.net
主板,天津津滨发展股份有限公司,000897,津滨发展,4/22/1999,"1,617,272,234","1,617,244,634",,,,0,0,华北,天津,天津市,K 房地产,www.jbdc.com.cn
主板,鞍钢股份有限公司,000898,鞍钢股份,12/25/1997,"7,993,710,201","7,993,702,742",,,,0,0,东北,辽宁,鞍山市,C 制造业,www.ansteel.com.cn
主板,江西赣能股份有限公司,000899,赣能股份,11/26/1997,"975,677,760","975,674,006",,,,0,0,华东,江西,南昌市,D 水电煤气,www.000899.com
主板,现代投资股份有限公司,000900,现代投资,1/28/1999,"1,517,828,334","1,517,374,185",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.xdtz.net
主板,航天科技控股集团股份有限公司,000901,航天科技,4/1/1999,"798,201,406","762,848,553",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,
主板,新洋丰农业科技股份有限公司,000902,新洋丰,4/8/1999,"1,304,529,290","1,186,309,098",,,,0,0,华中,湖北,荆门市,C 制造业,www.yonfer.com
主板,昆明云内动力股份有限公司,000903,云内动力,4/15/1999,"1,970,800,857","1,767,232,428",,,,0,0,西南,云南,昆明市,C 制造业,www.yunneidongli.com
主板,厦门港务发展股份有限公司,000905,厦门港务,4/29/1999,"625,191,522","530,998,500",,,,0,0,华东,福建,厦门市,G 运输仓储,www.xmgw.com.cn
主板,浙商中拓集团股份有限公司,000906,浙商中拓,7/7/1999,"674,436,311","661,507,603",,,,0,0,华东,浙江,杭州市,F 批发零售,www.zmd.com.cn
主板,湖南景峰医药股份有限公司,000908,景峰医药,2/3/1999,"879,774,351","723,264,977",,,,0,0,华中,湖南,岳阳市,C 制造业,www.jfyiyao.com
主板,数源科技股份有限公司,000909,数源科技,5/7/1999,"378,753,525","312,352,464",,,,0,0,华东,浙江,杭州市,K 房地产,www.soyea.com.cn
主板,大亚圣象家居股份有限公司,000910,大亚圣象,6/30/1999,"547,397,500","547,152,500",,,,0,0,华东,江苏,镇江市,C 制造业,www.dareglobal.com.cn
主板,南宁糖业股份有限公司,000911,南宁糖业,5/27/1999,"324,080,937","324,080,937",,,,0,0,华南,广西,南宁市,C 制造业,www.nnsugar.com
主板,四川泸天化股份有限公司,000912,泸天化,6/3/1999,"1,568,000,000","1,568,000,000",,,,0,0,西南,四川,成都市,C 制造业,www.sclth.com
主板,浙江钱江摩托股份有限公司,000913,钱江摩托,5/14/1999,"453,536,000","453,536,000",,,,0,0,华东,浙江,台州市,C 制造业,www.qjmotor.com
主板,山东山大华特科技股份有限公司,000915,山大华特,6/9/1999,"234,331,485","234,161,315",,,,0,0,华东,山东,临沂市,C 制造业,www.sd-wit.com
主板,湖南电广传媒股份有限公司,000917,电广传媒,3/25/1999,"1,417,556,338","1,295,123,230",,,,0,0,华中,湖南,长沙市,I 信息技术,www.tik.com.cn
主板,嘉凯城集团股份有限公司,000918,嘉凯城,7/20/1999,"1,804,191,500","1,804,191,500",,,,0,0,华东,浙江,杭州市,K 房地产,www.calxon-group.com
主板,金陵药业股份有限公司,000919,金陵药业,11/18/1999,"504,000,000","502,782,070",,,,0,0,华东,江苏,南京市,C 制造业,www.jlyy1999.com
主板,南方汇通股份有限公司,000920,南方汇通,6/16/1999,"422,000,000","421,821,575",,,,0,0,西南,贵州,贵阳市,C 制造业,www.crrcgc.cc/ht
主板,海信家电集团股份有限公司,000921,海信家电,7/13/1999,"903,135,562","902,118,590",,,,0,0,华南,广东,佛山市,C 制造业,hxjd.hisense.cn
主板,哈尔滨电气集团佳木斯电机股份有限公司,000922,佳电股份,6/18/1999,"598,396,053","582,363,503",,,,0,0,东北,黑龙江,佳木斯市,C 制造业,www.jemlc.com
主板,河钢资源股份有限公司,000923,河钢资源,7/14/1999,"652,728,961","627,893,854",,,,0,0,华北,河北,张家口市,B 采矿业,www.hbiszy.com
主板,浙江众合科技股份有限公司,000925,众合科技,6/11/1999,"543,664,381","525,234,145",,,,0,0,华东,浙江,杭州市,C 制造业,www.unittec.com
主板,湖北福星科技股份有限公司,000926,福星股份,6/18/1999,"962,462,474","946,855,832",,,,0,0,华中,湖北,汉川市,K 房地产,www.chinafxkj.com
主板,天津一汽夏利汽车股份有限公司,000927,*ST夏利,7/27/1999,"5,571,801,435","1,595,170,960",,,,0,0,华北,天津,天津市,C 制造业,www.tjfaw.com.cn
主板,中钢国际工程技术股份有限公司,000928,中钢国际,3/12/1999,"1,256,662,942","1,256,631,742",,,,0,0,东北,吉林,吉林市,E 建筑业,mecc.sinosteel.com
主板,兰州黄河企业股份有限公司,000929,兰州黄河,6/23/1999,"185,766,000","185,754,223",,,,0,0,西北,甘肃,兰州市,C 制造业,www.yellowriver.net.cn
主板,中粮生物科技股份有限公司,000930,中粮科技,7/12/1999,"1,865,763,788","964,397,222",,,,0,0,华东,安徽,蚌埠市,C 制造业,www.cofcotech.com
主板,北京中关村科技发展(控股)股份有限公司,000931,中 关 村,7/12/1999,"753,126,982","746,191,907",,,,0,0,华北,北京,北京市,C 制造业,www.centek.com.cn
主板,湖南华菱钢铁股份有限公司,000932,华菱钢铁,8/3/1999,"6,129,077,211","4,221,730,354",,,,0,0,华中,湖南,长沙市,C 制造业,www.valin.cn
主板,河南神火煤电股份有限公司,000933,神火股份,8/31/1999,"1,900,500,000","1,900,448,300",,,,0,0,华中,河南,商丘市,C 制造业,www.shenhuo.com
主板,四川双马水泥股份有限公司,000935,四川双马,8/24/1999,"763,440,333","763,436,593",,,,0,0,西南,四川,绵阳市,C 制造业,www.sc-shuangma.com
主板,江苏华西村股份有限公司,000936,华西股份,8/10/1999,"886,012,887","885,266,240",,,,0,0,华东,江苏,无锡市,C 制造业,www.jshuaxicun.com、www.v-capital.cn
主板,冀中能源股份有限公司,000937,冀中能源,9/9/1999,"3,533,546,850","2,906,599,842",,,,0,0,华北,河北,邢台市,B 采矿业,www.jznygf.com
主板,紫光股份有限公司,000938,紫光股份,11/4/1999,"2,860,079,874","2,860,079,874",,,,0,0,华北,北京,北京市,C 制造业,www.thunis.cn
主板,凯迪生态环境科技股份有限公司,000939,凯迪退,9/23/1999,"3,929,595,494","3,041,759,251",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.china-kaidi.com
主板,云南南天电子信息产业股份有限公司,000948,南天信息,10/14/1999,"381,165,677","320,525,339",,,,0,0,西南,云南,昆明市,I 信息技术,www.nantian.com.cn
主板,新乡化纤股份有限公司,000949,新乡化纤,10/21/1999,"1,257,656,049","1,257,187,175",,,,0,0,华中,河南,新乡市,C 制造业,www.bailu.com
主板,重药控股股份有限公司,000950,重药控股,9/16/1999,"1,728,184,696","1,728,124,396",,,,0,0,西南,重庆,重庆市,F 批发零售,www.cqphar.com
主板,中国重汽集团济南卡车股份有限公司,000951,中国重汽,11/25/1999,"671,080,800","670,991,760",,,,0,0,华东,山东,济南市,C 制造业,www.jntruck.com
主板,湖北广济药业股份有限公司,000952,广济药业,11/12/1999,"346,995,039","301,432,465",,,,0,0,华中,湖北,黄冈市,C 制造业,www.guangjipharm.com
主板,广西河池化工股份有限公司,000953,*ST河化,12/2/1999,"366,122,195","294,059,437",,,,0,0,华南,广西,河池市,C 制造业,www.hechihuagong.com.cn
主板,欣龙控股（集团）股份有限公司,000955,欣龙控股,12/9/1999,"538,395,000","537,598,350",,,,0,0,华南,海南,澄迈县,C 制造业,www.xinlong-holding.com
主板,中通客车控股股份有限公司,000957,中通客车,1/13/2000,"592,903,936","592,888,960",,,,0,0,华东,山东,聊城市,C 制造业,www.zhongtong.com
主板,国家电投集团东方新能源股份有限公司,000958,东方能源,12/23/1999,"5,383,418,520","1,099,032,476",,,,0,0,华北,河北,石家庄市,J 金融业,www.dfrdjt.com
主板,北京首钢股份有限公司,000959,首钢股份,12/16/1999,"5,289,389,600","5,057,103,246",,,,0,0,华北,北京,北京市,C 制造业,www.sggf.com.cn
主板,云南锡业股份有限公司,000960,锡业股份,2/21/2000,"1,668,776,379","1,668,776,379",,,,0,0,西南,云南,昆明市,C 制造业,www.ytl.com.cn
主板,江苏中南建设集团股份有限公司,000961,中南建设,3/1/2000,"3,815,618,780","3,799,723,722",,,,0,0,华东,江苏,南通市,K 房地产,www.zhongnanconstruction.cn
主板,宁夏东方钽业股份有限公司,000962,东方钽业,1/20/2000,"440,832,644","440,831,060",,,,0,0,西北,宁夏,石嘴山市,C 制造业,www.otic.com.cn
主板,华东医药股份有限公司,000963,华东医药,1/27/2000,"1,749,809,548","1,749,761,803",,,,0,0,华东,浙江,杭州市,F 批发零售,www.eastchinapharm.com
主板,天津天保基建股份有限公司,000965,天保基建,4/6/2000,"1,109,830,895","1,109,830,895",,,,0,0,华北,天津,天津市,K 房地产,www.tbjijian.com
主板,国电长源电力股份有限公司,000966,长源电力,3/16/2000,"1,108,284,080","1,108,284,080",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.cydl.com.cn
主板,盈峰环境科技集团股份有限公司,000967,盈峰环境,3/30/2000,"3,163,062,146","2,004,705,502",,,,0,0,华东,浙江,绍兴市,N 公共环保,www.inforeenviro.com
主板,山西蓝焰控股股份有限公司,000968,蓝焰控股,6/22/2000,"967,502,660","967,502,660",,,,0,0,华北,山西,太原市,B 采矿业,www.tymqh.com
主板,安泰科技股份有限公司,000969,安泰科技,5/29/2000,"1,026,008,097","1,000,831,205",,,,0,0,华北,北京,北京市,C 制造业,www.atmcn.com
主板,北京中科三环高技术股份有限公司,000970,中科三环,4/20/2000,"1,065,200,000","1,063,591,194",,,,0,0,华北,北京,北京市,C 制造业,www.san-huan.com.cn
主板,高升控股股份有限公司,000971,*ST高升,4/27/2000,"1,055,307,925","805,470,004",,,,0,0,华中,湖北,仙桃市,I 信息技术,www.gosun.com
主板,中基健康产业股份有限公司,000972,ST中基,9/26/2000,"771,283,579","771,247,504",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.chalkistomato.com
主板,佛山佛塑科技集团股份有限公司,000973,佛塑科技,5/25/2000,"967,423,171","967,399,968",,,,0,0,华南,广东,佛山市,C 制造业,www.fspg.com.cn
主板,银泰黄金股份有限公司,000975,银泰黄金,6/8/2000,"2,776,722,265","1,731,406,235",,,,0,0,华北,内蒙古,锡林郭勒盟,B 采矿业,www.ytg000975.com
